KEY,URL,NUMBER
郎平骑单车去医院,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%C9%C6%BD%C6%EF%B5%A5%B3%B5%C8%A5%D2%BD%D4%BA,4486
上海堡垒作者致歉,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%CF%BA%A3%B1%A4%C0%DD%D7%F7%D5%DF%D6%C2%C7%B8,4261
章泽天赴剑桥读书,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%C2%D4%F3%CC%EC%B8%B0%BD%A3%C7%C5%B6%C1%CA%E9,4237
胡歌真的困了,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%FA%B8%E8%D5%E6%B5%C4%C0%A7%C1%CB,2585
陈情令演唱会,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%C2%C7%E9%C1%EE%D1%DD%B3%AA%BB%E1,2581
共青团批评薛之谦,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%B2%C7%E0%CD%C5%C5%FA%C6%C0%D1%A6%D6%AE%C7%AB,2032
爱情珠宝,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%AE%C7%E9%D6%E9%B1%A6,1462
名模刘娟娟去世,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%FB%C4%A3%C1%F5%BE%EA%BE%EA%C8%A5%CA%C0,1092
蔻驰不再索赔刘雯,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%DE%A2%B3%DB%B2%BB%D4%D9%CB%F7%C5%E2%C1%F5%F6%A9,1019
冯绍峰方否认离婚,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%EB%C9%DC%B7%E5%B7%BD%B7%F1%C8%CF%C0%EB%BB%E9,1000
密室大逃脱,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%DC%CA%D2%B4%F3%CC%D3%CD%D1,994
生化危机2重制版,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C9%FA%BB%AF%CE%A3%BB%FA2%D6%D8%D6%C6%B0%E6,991
张艺兴与三星解约,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D5%C5%D2%D5%D0%CB%D3%EB%C8%FD%D0%C7%BD%E2%D4%BC,983
柳岩称暧昧不道德,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%F8%D1%D2%B3%C6%EA%D3%C3%C1%B2%BB%B5%C0%B5%C2,977
乌镇戏剧节,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%DA%D5%F2%CF%B7%BE%E7%BD%DA,969
刘雯终止蔻驰合作,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%F5%F6%A9%D6%D5%D6%B9%DE%A2%B3%DB%BA%CF%D7%F7,966
杨紫李现合体大片,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D1%EE%D7%CF%C0%EE%CF%D6%BA%CF%CC%E5%B4%F3%C6%AC,958
风语战士,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%E7%D3%EF%D5%BD%CA%BF,935
中国大妈,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%B9%FA%B4%F3%C2%E8,902
谢霆锋 王菲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D0%BB%F6%AA%B7%E6%20%CD%F5%B7%C6,897
王思聪房祖名聚餐,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%F5%CB%BC%B4%CF%B7%BF%D7%E6%C3%FB%BE%DB%B2%CD,890
风语者,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%E7%D3%EF%D5%DF,887
韩国演艺圈悲惨事件,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BA%AB%B9%FA%D1%DD%D2%D5%C8%A6%B1%AF%B2%D2%CA%C2%BC%FE,881
妻子的浪漫旅行,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C6%DE%D7%D3%B5%C4%C0%CB%C2%FE%C2%C3%D0%D0,871
两小无猜,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C1%BD%D0%A1%CE%DE%B2%C2,863
模特核电站不雅照,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%A3%CC%D8%BA%CB%B5%E7%D5%BE%B2%BB%D1%C5%D5%D5,844
曝林书豪加盟首钢,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C6%D8%C1%D6%CA%E9%BA%C0%BC%D3%C3%CB%CA%D7%B8%D6,26522
巴萨惨遭绝杀,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%CD%C8%F8%B2%D2%D4%E2%BE%F8%C9%B1,12577
谷爱凌中国首冠,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%C8%B0%AE%C1%E8%D6%D0%B9%FA%CA%D7%B9%DA,12565
福克斯退美国男篮,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B8%A3%BF%CB%CB%B9%CD%CB%C3%C0%B9%FA%C4%D0%C0%BA,12023
武磊为国足出战,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%E4%C0%DA%CE%AA%B9%FA%D7%E3%B3%F6%D5%BD,10079
世警会闭幕式,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CA%C0%BE%AF%BB%E1%B1%D5%C4%BB%CA%BD,9020
宁王回归首发,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%FE%CD%F5%BB%D8%B9%E9%CA%D7%B7%A2,7294
女篮大胜波多黎各,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C5%AE%C0%BA%B4%F3%CA%A4%B2%A8%B6%E0%C0%E8%B8%F7,5040
英超,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%A2%B3%AC,4575
塔克退出美国男篮,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CB%FE%BF%CB%CD%CB%B3%F6%C3%C0%B9%FA%C4%D0%C0%BA,3946
国奥集训名单,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B9%FA%B0%C2%BC%AF%D1%B5%C3%FB%B5%A5,3251
西甲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%F7%BC%D7,1393
中超,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%B3%AC,1363
中甲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%BC%D7,1274
英超直播,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%A2%B3%AC%D6%B1%B2%A5,1219
西甲直播,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%F7%BC%D7%D6%B1%B2%A5,977
中甲积分榜,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%BC%D7%BB%FD%B7%D6%B0%F1,973
德甲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B5%C2%BC%D7,966
女排亚锦赛,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C5%AE%C5%C5%D1%C7%BD%F5%C8%FC,965
意甲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D2%E2%BC%D7,951
足协杯,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D7%E3%D0%AD%B1%AD,936
篮球世界杯,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%BA%C7%F2%CA%C0%BD%E7%B1%AD,916
武磊身披7号球衣,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%E4%C0%DA%C9%ED%C5%FB7%BA%C5%C7%F2%D2%C2,900
法甲,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B7%A8%BC%D7,884
北京国安,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B1%B1%BE%A9%B9%FA%B0%B2,883
铁三被取消成绩,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%FA%C8%FD%B1%BB%C8%A1%CF%FB%B3%C9%BC%A8,882
中国男篮,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%D0%B9%FA%C4%D0%C0%BA,880
小马丁内斯离世,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D0%A1%C2%ED%B6%A1%C4%DA%CB%B9%C0%EB%CA%C0,860
男球员尿检怀孕,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C4%D0%C7%F2%D4%B1%C4%F2%BC%EC%BB%B3%D4%D0,853
屠呦呦团队新突破,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CD%C0%DF%CF%DF%CF%CD%C5%B6%D3%D0%C2%CD%BB%C6%C6,851
英超积分榜,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D3%A2%B3%AC%BB%FD%B7%D6%B0%F1,845
考辛斯韧带撕裂,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BF%BC%D0%C1%CB%B9%C8%CD%B4%F8%CB%BA%C1%D1,843
篮球公园,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%BA%C7%F2%B9%AB%D4%B0,831
亚冠,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D1%C7%B9%DA,820
周琦签约新疆男篮,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%DC%E7%F9%C7%A9%D4%BC%D0%C2%BD%AE%C4%D0%C0%BA,814
香港警队男足夺冠,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CF%E3%B8%DB%BE%AF%B6%D3%C4%D0%D7%E3%B6%E1%B9%DA,811
拜仁2-2柏林赫塔,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B0%DD%C8%CA2-2%B0%D8%C1%D6%BA%D5%CB%FE,715
杨方旭被禁赛,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D1%EE%B7%BD%D0%F1%B1%BB%BD%FB%C8%FC,715
直布罗陀,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%D6%B1%B2%BC%C2%DE%CD%D3,689
长春亚泰,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%B3%A4%B4%BA%D1%C7%CC%A9,670
kpl转会,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=kpl%D7%AA%BB%E1,574
曼城vs热刺,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%FC%B3%C7vs%C8%C8%B4%CC,554
火箭少女身高体重,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%BB%F0%BC%FD%C9%D9%C5%AE%C9%ED%B8%DF%CC%E5%D6%D8,547
西甲积分榜,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CE%F7%BC%D7%BB%FD%B7%D6%B0%F1,527
rotk,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=rotk,521
天津女排,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%CC%EC%BD%F2%C5%AE%C5%C5,513
美国男篮,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C3%C0%B9%FA%C4%D0%C0%BA,499
马德里竞技,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C2%ED%B5%C2%C0%EF%BE%BA%BC%BC,488
莱斯特城,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=%C0%B3%CB%B9%CC%D8%B3%C7,462
ig电子竞技俱乐部,http://www.baidu.com/baidu?cl=3&tn=SE_baiduhomet8_jmjb7mjw&rsv_dl=fyb_top&fr=top1000&wd=ig%B5%E7%D7%D3%BE%BA%BC%BC%BE%E3%C0%D6%B2%BF,456
